InteractionID,UserID,SessionID,ProductID,TimeSpentSeconds,EngagementScore,ActionTaken,NextProductID
I09410,U1015,S0942,ec-2,34.45,0.1482,Exit,N/A
I09411,U0961,S0942,ec-3,98.38,0.9659,Share,N/A
I09412,U0302,S0942,ms-6,273.76,0.9701,Next Product,ms-5
I09413,U0178,S0942,ec-5,300.0,0.5865,Rewatch,N/A
I09414,U0064,S0942,ec-3,88.79,0.5898,Exit,N/A
I09415,U1547,S0942,ms-3,113.17,0.9826,Share,N/A
I09416,U1200,S0942,ms-1,239.76,0.65,Rewatch,N/A
I09417,U0844,S0942,ec-6,222.31,0.8902,Next Product,ec-4
I09418,U1473,S0942,ms-4,104.58,0.9275,Share,N/A
I09419,U1170,S0942,ec-5,75.66,0.1877,Exit,N/A
I09420,U0941,S0943,ms-2,60.0,0.9283,Share,N/A
I09421,U1691,S0943,ec-5,19.77,0.1424,Exit,N/A
I09422,U1997,S0943,ms-2,19.05,0.1674,Exit,N/A
I09423,U0003,S0943,ms-1,264.31,0.8977,Share,N/A
I09424,U0968,S0943,ms-1,221.56,0.6032,Rewatch,N/A
I09425,U1727,S0943,ms-1,60.0,0.9633,Share,N/A
I09426,U0999,S0943,ec-3,18.58,0.05,Exit,N/A
I09427,U1081,S0943,ec-5,88.25,0.9198,Share,N/A
I09428,U1883,S0943,ec-6,201.23,0.5967,Rewatch,N/A
I09429,U1654,S0943,ec-4,275.51,0.9845,Next Product,ms-1
I09430,U1628,S0944,ec-6,206.72,0.85,Share,N/A
I09431,U1823,S0944,ec-3,38.71,0.2106,Exit,N/A
I09432,U1034,S0944,ms-5,99.96,0.9136,Share,N/A
I09433,U1417,S0944,ec-1,91.67,0.99,Share,N/A
I09434,U0902,S0944,ec-1,34.88,0.2647,Exit,N/A
I09435,U0361,S0944,ec-4,21.96,0.1035,Exit,N/A
I09436,U0122,S0944,ec-2,17.22,0.1537,Exit,N/A
I09437,U1379,S0944,ms-5,228.6,0.4076,Rewatch,N/A
I09438,U0905,S0944,ms-3,28.96,0.1309,Exit,N/A
I09439,U0810,S0944,ms-6,32.2,0.189,Exit,N/A
I09440,U0184,S0945,ec-4,83.66,0.9684,Share,N/A
I09441,U0915,S0945,ec-4,16.63,0.2162,Exit,N/A
I09442,U0977,S0945,ec-4,76.03,0.9606,Next Product,ms-1
I09443,U0397,S0945,ms-5,200.0,0.8915,Next Product,ms-3
I09444,U0381,S0945,ec-1,46.45,0.608,Exit,N/A
I09445,U0814,S0945,ec-4,23.75,0.6064,Exit,N/A
I09446,U0463,S0945,ms-1,32.72,0.1854,Exit,N/A
I09447,U1731,S0945,ec-6,18.93,0.0913,Exit,N/A
I09448,U1950,S0945,ms-5,279.77,0.8586,Share,N/A
I09449,U0761,S0945,ec-2,236.67,0.9437,Next Product,ms-1
I09450,U1555,S0946,ms-1,86.86,0.1221,Rewatch,N/A
I09451,U0946,S0946,ms-5,40.0,0.2958,Exit,N/A
I09452,U0081,S0946,ec-6,17.37,0.2039,Exit,N/A
I09453,U0687,S0946,ms-2,92.3,0.9294,Share,N/A
I09454,U1326,S0946,ms-3,206.01,0.99,Next Product,ms-2
I09455,U0251,S0946,ms-3,280.06,0.9087,Next Product,ms-2
I09456,U1297,S0946,ec-4,118.66,0.9,Share,N/A
I09457,U1475,S0946,ms-6,216.22,0.4738,Exit,N/A
I09458,U0819,S0946,ec-6,93.37,0.6269,Rewatch,N/A
I09459,U0836,S0946,ec-4,33.75,0.1835,Rewatch,N/A
I09460,U0398,S0947,ms-3,80.94,0.9109,Share,N/A
I09461,U0529,S0947,ms-3,264.23,0.9139,Share,N/A
I09462,U1428,S0947,ec-1,208.24,0.8973,Share,N/A
I09463,U1065,S0947,ms-4,14.46,0.2459,Exit,N/A
I09464,U1834,S0947,ms-4,125.25,0.9207,Share,N/A
I09465,U0691,S0947,ec-4,265.04,0.8621,Next Product,ec-1
I09466,U1470,S0947,ec-2,246.95,0.4,Rewatch,N/A
I09467,U1464,S0947,ms-1,39.66,0.0719,Exit,N/A
I09468,U1420,S0947,ec-4,235.18,0.8848,Next Product,ec-3
I09469,U1836,S0947,ms-1,206.88,0.9366,Next Product,ms-4
I09470,U0392,S0948,ms-4,100.0,0.1279,Next Product,ms-1
I09471,U0254,S0948,ec-5,216.91,0.468,Exit,N/A
I09472,U1054,S0948,ms-4,135.43,0.9387,Share,N/A
I09473,U1300,S0948,ms-2,10.23,0.1028,Exit,N/A
I09474,U1323,S0948,ec-2,10.0,0.3018,Rewatch,N/A
I09475,U1282,S0948,ms-1,268.92,0.8631,Next Product,ms-4
I09476,U1073,S0948,ec-6,212.66,0.5856,Rewatch,N/A
I09477,U1916,S0948,ec-5,185.76,0.5925,Rewatch,N/A
I09478,U0863,S0948,ec-4,205.66,0.5043,Rewatch,N/A
I09479,U1831,S0948,ec-5,280.34,0.5855,Rewatch,N/A
I09480,U1729,S0949,ec-6,114.66,0.9721,Share,N/A
I09481,U1704,S0949,ec-6,30.76,0.1678,Exit,N/A
I09482,U0753,S0949,ec-2,269.62,0.4563,Rewatch,N/A
I09483,U0456,S0949,ec-2,225.93,0.519,Rewatch,N/A
I09484,U0593,S0949,ms-1,254.23,0.8851,Next Product,ms-4
I09485,U0923,S0949,ms-4,10.0,0.19,Exit,N/A
I09486,U1984,S0949,ec-4,150.0,0.9823,Share,N/A
I09487,U1264,S0949,ms-4,276.02,0.9328,Share,N/A
I09488,U1078,S0949,ec-3,245.35,0.9152,Next Product,ec-6
I09489,U1236,S0949,ec-2,215.68,0.4852,Rewatch,N/A
I09490,U1872,S0950,ec-5,180.0,0.5699,Exit,N/A
I09491,U1388,S0950,ms-4,241.64,0.977,Next Product,ms-1
I09492,U0194,S0950,ec-4,122.18,0.9,Share,N/A
I09493,U1689,S0950,ec-5,150.0,0.9345,Share,N/A
I09494,U0744,S0950,ms-2,205.56,0.4,Rewatch,N/A
I09495,U0262,S0950,ms-6,258.0,0.9406,Next Product,ec-1
I09496,U1509,S0950,ec-5,88.08,0.9172,Share,N/A
I09497,U1572,S0950,ms-1,105.08,0.94,Share,N/A
I09498,U0610,S0950,ec-2,86.31,0.9276,Share,N/A
I09499,U0610,S0950,ec-4,103.27,0.9808,Share,N/A
I09500,U0506,S0951,ms-3,115.43,0.9,Share,N/A
I09501,U1261,S0951,ms-2,96.53,0.5127,Next Product,ms-6
I09502,U1081,S0951,ms-6,261.63,0.9611,Next Product,ms-5
I09503,U0346,S0951,ms-3,237.62,0.8987,Next Product,ms-2
I09504,U0496,S0951,ec-5,132.32,0.9693,Share,N/A
I09505,U1386,S0951,ec-1,235.91,0.85,Next Product,ec-2
I09506,U1878,S0951,ec-4,261.76,0.9443,Next Product,ec-3
I09507,U0657,S0951,ec-6,213.63,0.8776,Next Product,ec-4
I09508,U1338,S0951,ms-6,237.77,0.9426,Next Product,ms-5
I09509,U0445,S0951,ms-1,300.0,0.9759,Next Product,ms-4
I09510,U1357,S0952,ms-3,180.0,0.5064,Exit,N/A
I09511,U1926,S0952,ms-4,97.16,0.9651,Share,N/A
I09512,U1399,S0952,ec-6,25.63,0.4877,Next Product,ec-4
I09513,U0800,S0952,ec-5,31.67,0.0959,Exit,N/A
I09514,U0420,S0952,ec-6,180.0,0.5522,Rewatch,N/A
I09515,U1940,S0952,ec-6,261.47,0.8851,Share,N/A
I09516,U0926,S0952,ms-5,60.86,0.9878,Share,N/A
I09517,U0134,S0952,ec-1,20.36,0.1273,Exit,N/A
I09518,U0011,S0952,ms-2,136.98,0.99,Share,N/A
I09519,U0022,S0952,ms-5,109.83,0.9764,Share,N/A
I09520,U1475,S0953,ec-6,215.85,0.9565,Next Product,ec-1
I09521,U1528,S0953,ms-3,107.37,0.9362,Share,N/A
I09522,U1548,S0953,ec-2,261.91,0.65,Rewatch,N/A
I09523,U1170,S0953,ec-5,210.44,0.6158,Rewatch,N/A
I09524,U1053,S0953,ms-6,300.0,0.65,Rewatch,N/A
I09525,U0573,S0953,ms-2,119.56,0.9889,Share,N/A
I09526,U0120,S0953,ec-4,287.23,0.65,Rewatch,N/A
I09527,U1016,S0953,ms-2,24.28,0.1951,Rewatch,N/A
I09528,U0600,S0953,ec-6,208.08,0.5446,Rewatch,N/A
I09529,U1945,S0953,ec-3,29.79,0.0776,Exit,N/A
I09530,U0585,S0954,ms-6,234.75,0.4809,Rewatch,N/A
I09531,U1466,S0954,ms-5,64.42,0.9738,Next Product,ec-4
I09532,U0523,S0954,ec-2,241.69,0.5821,Rewatch,N/A
I09533,U1984,S0954,ms-4,20.01,0.0984,Exit,N/A
I09534,U1574,S0954,ec-3,40.0,0.1817,Exit,N/A
I09535,U1525,S0954,ec-6,260.67,0.9453,Next Product,ec-4
I09536,U1351,S0954,ms-6,133.04,0.936,Share,N/A
I09537,U0180,S0954,ec-3,23.7,0.1124,Exit,N/A
I09538,U1111,S0954,ms-5,24.93,0.1162,Exit,N/A
I09539,U0907,S0954,ms-2,69.81,0.9014,Next Product,ms-6
I09540,U0485,S0955,ec-2,299.74,0.9033,Next Product,ec-5
I09541,U1242,S0955,ec-1,114.6,0.9529,Share,N/A
I09542,U1031,S0955,ms-1,114.92,0.9,Share,N/A
I09543,U0119,S0955,ms-3,235.9,0.978,Next Product,ms-2
I09544,U1212,S0955,ec-5,150.0,0.9391,Share,N/A
I09545,U1246,S0955,ec-5,242.52,0.9733,Share,N/A
I09546,U0611,S0955,ms-4,113.22,0.9509,Share,N/A
I09547,U1219,S0955,ms-6,248.06,0.8915,Next Product,ec-3
I09548,U1405,S0955,ms-6,122.79,0.9611,Share,N/A
I09549,U1034,S0955,ec-2,233.82,0.9453,Next Product,ec-5
I09550,U0677,S0956,ms-5,86.41,0.9519,Share,N/A
I09551,U0875,S0956,ms-1,79.25,0.3094,Exit,N/A
I09552,U1204,S0956,ms-1,243.94,0.8625,Next Product,ms-4
I09553,U0942,S0956,ec-1,20.55,0.0871,Exit,N/A
I09554,U1194,S0956,ms-2,180.0,0.5324,Exit,N/A
I09555,U0873,S0956,ms-2,253.0,0.9549,Next Product,ms-6
I09556,U1546,S0956,ms-4,29.67,0.1807,Exit,N/A
I09557,U1672,S0956,ec-5,24.59,0.2564,Exit,N/A
I09558,U0642,S0956,ms-6,74.75,0.9405,Share,N/A
I09559,U1030,S0956,ec-6,99.76,0.3415,Next Product,ec-4
I09560,U1154,S0957,ec-5,272.19,0.85,Next Product,ec-1
I09561,U0643,S0957,ec-3,20.71,0.1954,Exit,N/A
I09562,U0441,S0957,ms-4,20.62,0.1141,Exit,N/A
I09563,U1731,S0957,ec-3,87.52,0.9,Share,N/A
I09564,U0822,S0957,ms-1,271.46,0.9139,Next Product,ms-4
I09565,U1535,S0957,ms-1,209.11,0.5231,Rewatch,N/A
I09566,U1201,S0957,ms-6,220.56,0.6153,Rewatch,N/A
I09567,U1618,S0957,ec-3,248.44,0.8519,Share,N/A
I09568,U1812,S0957,ms-1,267.27,0.9449,Next Product,ec-6
I09569,U1754,S0957,ec-2,287.17,0.85,Next Product,ec-4
I09570,U1145,S0958,ms-1,111.3,0.9287,Next Product,ec-6
I09571,U1225,S0958,ms-5,275.13,0.65,Rewatch,N/A
I09572,U0238,S0958,ms-4,10.0,0.2736,Rewatch,N/A
I09573,U1281,S0958,ec-6,10.0,0.1231,Exit,N/A
I09574,U1797,S0958,ms-6,280.79,0.8839,Next Product,ms-5
I09575,U1515,S0958,ec-4,225.6,0.85,Share,N/A
I09576,U0844,S0958,ec-3,11.64,0.1093,Exit,N/A
I09577,U1028,S0958,ec-1,250.98,0.65,Rewatch,N/A
I09578,U0990,S0958,ms-1,77.24,0.938,Share,N/A
I09579,U1250,S0958,ms-3,70.18,0.9042,Share,N/A
I09580,U0334,S0959,ec-3,10.0,0.2087,Exit,N/A
I09581,U1955,S0959,ms-6,37.44,0.1433,Exit,N/A
I09582,U1881,S0959,ec-6,240.38,0.9055,Next Product,ec-4
I09583,U1211,S0959,ms-4,10.0,0.1255,Exit,N/A
I09584,U0288,S0959,ms-2,245.38,0.5587,Rewatch,N/A
I09585,U0723,S0959,ms-3,73.27,0.5623,Exit,N/A
I09586,U0087,S0959,ec-4,60.22,0.1303,Next Product,ms-6
I09587,U1656,S0959,ms-5,13.93,0.1552,Exit,N/A
I09588,U0107,S0959,ms-4,40.0,0.1326,Exit,N/A
I09589,U1385,S0959,ms-2,21.16,0.4573,Rewatch,N/A
I09590,U0965,S0960,ec-2,16.22,0.05,Exit,N/A
I09591,U1139,S0960,ms-6,19.08,0.2033,Exit,N/A
I09592,U1468,S0960,ec-2,18.16,0.1022,Exit,N/A
I09593,U0015,S0960,ec-1,130.69,0.9845,Share,N/A
I09594,U1881,S0960,ms-3,33.92,0.4764,Exit,N/A
I09595,U1616,S0960,ec-6,253.49,0.867,Next Product,ec-4
I09596,U0122,S0960,ec-1,130.71,0.9163,Share,N/A
I09597,U1932,S0960,ms-2,116.43,0.9476,Share,N/A
I09598,U0192,S0960,ms-3,233.18,0.9149,Next Product,ms-2
I09599,U1318,S0960,ms-2,35.8,0.0904,Exit,N/A
I09600,U1842,S0961,ms-2,20.88,0.1124,Exit,N/A
I09601,U0270,S0961,ec-5,24.61,0.1158,Exit,N/A
I09602,U1598,S0961,ms-4,10.0,0.0972,Exit,N/A
I09603,U1259,S0961,ec-4,99.13,0.437,Exit,N/A
I09604,U0401,S0961,ms-1,300.0,0.8517,Next Product,ec-2
I09605,U1041,S0961,ec-2,150.0,0.9507,Next Product,ec-5
I09606,U1614,S0961,ms-3,32.91,0.1223,Exit,N/A
I09607,U1620,S0961,ms-5,22.03,0.189,Exit,N/A
I09608,U0699,S0961,ec-4,17.65,0.1674,Exit,N/A
I09609,U1348,S0961,ec-6,18.0,0.1755,Exit,N/A
I09610,U1240,S0962,ms-2,190.79,0.65,Exit,N/A
I09611,U1442,S0962,ec-1,217.43,0.6274,Rewatch,N/A
I09612,U0829,S0962,ec-3,249.38,0.8949,Next Product,ec-6
I09613,U0335,S0962,ms-2,267.23,0.9777,Next Product,ms-5
I09614,U1624,S0962,ec-1,231.01,0.9672,Next Product,ec-2
I09615,U1590,S0962,ms-2,94.56,0.3947,Exit,N/A
I09616,U1823,S0962,ec-3,22.74,0.1484,Exit,N/A
I09617,U0519,S0962,ms-5,14.76,0.1593,Exit,N/A
I09618,U1654,S0962,ec-1,17.22,0.1925,Exit,N/A
I09619,U1795,S0962,ec-3,265.65,0.65,Rewatch,N/A
I09620,U1024,S0963,ms-2,10.56,0.1861,Exit,N/A
I09621,U1648,S0963,ec-3,245.88,0.5085,Rewatch,N/A
I09622,U1155,S0963,ms-6,285.78,0.9407,Next Product,ms-5
I09623,U1680,S0963,ec-1,291.19,0.8566,Next Product,ec-3
I09624,U0681,S0963,ec-3,15.52,0.2388,Exit,N/A
I09625,U1696,S0963,ms-3,208.21,0.4584,Rewatch,N/A
I09626,U0698,S0963,ec-1,76.75,0.91,Share,N/A
I09627,U1402,S0963,ec-4,180.0,0.5383,Exit,N/A
I09628,U0714,S0963,ec-4,180.0,0.5814,Rewatch,N/A
I09629,U0291,S0963,ec-4,79.53,0.4565,Exit,N/A
I09630,U0161,S0964,ms-5,300.0,0.9258,Next Product,ms-3
I09631,U1271,S0964,ms-6,60.0,0.9786,Next Product,ms-5
I09632,U1859,S0964,ec-1,243.04,0.9235,Next Product,ec-2
I09633,U1285,S0964,ec-3,266.74,0.85,Next Product,ec-6
I09634,U0176,S0964,ec-4,220.26,0.509,Rewatch,N/A
I09635,U0197,S0964,ec-1,86.66,0.5091,Exit,N/A
I09636,U1981,S0964,ms-5,60.6,0.9285,Share,N/A
I09637,U1291,S0964,ec-1,279.59,0.9294,Share,N/A
I09638,U1377,S0964,ec-6,150.0,0.958,Share,N/A
I09639,U1193,S0964,ms-1,212.63,0.85,Next Product,ms-4
I09640,U0266,S0965,ec-4,260.07,0.4458,Exit,N/A
I09641,U0174,S0965,ms-2,180.0,0.4985,Rewatch,N/A
I09642,U1575,S0965,ec-6,129.89,0.939,Share,N/A
I09643,U1573,S0965,ms-4,224.75,0.9806,Next Product,ms-1
I09644,U1928,S0965,ec-1,35.42,0.2334,Exit,N/A
I09645,U1218,S0965,ec-5,90.54,0.5588,Rewatch,N/A
I09646,U1383,S0965,ec-1,30.2,0.0878,Exit,N/A
I09647,U0095,S0965,ms-2,119.0,0.9534,Share,N/A
I09648,U1719,S0965,ec-2,270.53,0.6307,Rewatch,N/A
I09649,U0605,S0965,ms-1,266.51,0.85,Next Product,ms-3
I09650,U1019,S0966,ms-3,254.19,0.8884,Next Product,ms-2
I09651,U0304,S0966,ms-5,249.45,0.9726,Next Product,ms-3
I09652,U1696,S0966,ec-6,108.98,0.9678,Share,N/A
I09653,U1068,S0966,ms-6,233.33,0.65,Rewatch,N/A
I09654,U1269,S0966,ms-5,180.0,0.65,Exit,N/A
I09655,U0927,S0966,ms-3,279.89,0.9789,Share,N/A
I09656,U0116,S0966,ms-6,272.4,0.65,Rewatch,N/A
I09657,U0738,S0966,ec-6,11.3,0.23,Rewatch,N/A
I09658,U0677,S0966,ms-4,223.74,0.65,Rewatch,N/A
I09659,U0244,S0966,ec-3,248.26,0.9642,Share,N/A
I09660,U0035,S0967,ms-6,201.14,0.4405,Rewatch,N/A
I09661,U0471,S0967,ms-5,180.0,0.5219,Rewatch,N/A
I09662,U0260,S0967,ec-6,237.53,0.4,Rewatch,N/A
I09663,U1239,S0967,ms-2,100.0,0.5602,Next Product,ec-5
I09664,U1186,S0967,ms-5,70.33,0.4398,Exit,N/A
I09665,U1821,S0967,ec-6,300.0,0.99,Next Product,ec-3
I09666,U1862,S0967,ec-6,17.06,0.1659,Exit,N/A
I09667,U0154,S0967,ms-5,10.0,0.5184,Exit,N/A
I09668,U1654,S0967,ec-3,10.0,0.0718,Rewatch,N/A
I09669,U0995,S0967,ec-3,284.85,0.9555,Next Product,ms-6
I09670,U0404,S0968,ec-5,229.08,0.483,Rewatch,N/A
I09671,U1710,S0968,ec-2,81.11,0.9764,Share,N/A
I09672,U1412,S0968,ms-5,240.83,0.9184,Next Product,ms-6
I09673,U0875,S0968,ec-3,252.05,0.8575,Next Product,ec-6
I09674,U1926,S0968,ec-4,22.0,0.5747,Exit,N/A
I09675,U1846,S0968,ec-6,84.15,0.9711,Share,N/A
I09676,U1338,S0968,ms-1,100.0,0.4196,Exit,N/A
I09677,U1647,S0968,ec-5,82.97,0.99,Share,N/A
I09678,U0637,S0968,ms-3,100.0,0.6234,Next Product,ms-2
I09679,U0949,S0968,ec-3,180.0,0.6334,Rewatch,N/A
I09680,U0892,S0969,ms-4,218.84,0.4588,Rewatch,N/A
I09681,U0970,S0969,ec-2,50.32,0.1525,Exit,N/A
I09682,U1590,S0969,ms-6,13.67,0.2697,Exit,N/A
I09683,U0855,S0969,ms-4,180.0,0.4651,Rewatch,N/A
I09684,U1071,S0969,ec-3,24.62,0.1013,Exit,N/A
I09685,U1534,S0969,ec-2,238.46,0.6202,Rewatch,N/A
I09686,U0637,S0969,ms-5,16.56,0.2195,Exit,N/A
I09687,U0263,S0969,ec-5,240.91,0.99,Next Product,ec-1
I09688,U0955,S0969,ec-3,22.4,0.0939,Exit,N/A
I09689,U1551,S0969,ms-3,136.84,0.9188,Share,N/A
I09690,U0512,S0970,ms-5,284.13,0.926,Next Product,ms-3
I09691,U0383,S0970,ec-3,19.44,0.1116,Rewatch,N/A
I09692,U0326,S0970,ms-1,24.14,0.184,Rewatch,N/A
I09693,U0904,S0970,ec-1,24.6,0.224,Exit,N/A
I09694,U0778,S0970,ec-1,180.0,0.5403,Rewatch,N/A
I09695,U1107,S0970,ec-3,83.02,0.2194,Rewatch,N/A
I09696,U0613,S0970,ms-6,206.95,0.65,Rewatch,N/A
I09697,U0915,S0970,ms-2,238.87,0.483,Rewatch,N/A
I09698,U1282,S0970,ec-2,276.01,0.85,Next Product,ms-5
I09699,U0441,S0970,ec-6,36.9,0.5719,Next Product,ec-4
I09700,U1238,S0971,ms-4,36.57,0.149,Exit,N/A
I09701,U1592,S0971,ec-6,256.54,0.9641,Next Product,ec-4
I09702,U0071,S0971,ec-2,280.26,0.5541,Rewatch,N/A
I09703,U1927,S0971,ms-2,256.48,0.85,Share,N/A
I09704,U0451,S0971,ms-1,185.23,0.4,Rewatch,N/A
I09705,U1650,S0971,ec-1,20.95,0.1166,Exit,N/A
I09706,U1889,S0971,ms-5,17.09,0.0983,Exit,N/A
I09707,U1211,S0971,ec-4,30.25,0.0605,Exit,N/A
I09708,U0627,S0971,ms-6,180.0,0.5533,Rewatch,N/A
I09709,U1908,S0971,ms-4,279.09,0.8735,Next Product,ms-1
I09710,U0981,S0972,ms-2,262.01,0.4,Rewatch,N/A
I09711,U0743,S0972,ms-4,250.06,0.9353,Next Product,ms-1
I09712,U1190,S0972,ec-2,220.35,0.8545,Next Product,ec-5
I09713,U0059,S0972,ms-2,253.8,0.9182,Next Product,ms-6
I09714,U1297,S0972,ms-5,225.65,0.9056,Next Product,ms-3
I09715,U0747,S0972,ec-6,195.92,0.65,Rewatch,N/A
I09716,U1667,S0972,ec-3,31.8,0.1597,Exit,N/A
I09717,U1284,S0972,ms-2,295.49,0.65,Rewatch,N/A
I09718,U0190,S0972,ec-2,137.32,0.99,Share,N/A
I09719,U1456,S0972,ms-3,245.32,0.8591,Next Product,ms-2
I09720,U1244,S0973,ms-5,200.0,0.957,Next Product,ms-4
I09721,U1055,S0973,ms-3,88.11,0.99,Share,N/A
I09722,U1777,S0973,ms-1,37.09,0.5356,Next Product,ms-4
I09723,U0241,S0973,ms-3,300.0,0.99,Next Product,ms-2
I09724,U0541,S0973,ec-3,214.31,0.9839,Next Product,ec-6
I09725,U0923,S0973,ms-4,15.7,0.2081,Exit,N/A
I09726,U0640,S0973,ec-6,99.2,0.2557,Exit,N/A
I09727,U1512,S0973,ec-3,259.94,0.9066,Next Product,ec-6
I09728,U0942,S0973,ec-2,228.17,0.618,Rewatch,N/A
I09729,U0014,S0973,ec-2,273.36,0.9309,Next Product,ec-5
I09730,U1562,S0974,ms-6,141.48,0.9209,Share,N/A
I09731,U1981,S0974,ec-2,89.48,0.9851,Share,N/A
I09732,U0332,S0974,ec-3,78.69,0.4556,Next Product,ec-6
I09733,U1981,S0974,ms-3,257.87,0.456,Rewatch,N/A
I09734,U0261,S0974,ms-2,87.85,0.9452,Next Product,ec-1
I09735,U1032,S0974,ec-1,100.0,0.2504,Exit,N/A
I09736,U1101,S0974,ms-3,105.47,0.946,Share,N/A
I09737,U1562,S0974,ec-2,264.33,0.8941,Next Product,ec-5
I09738,U1227,S0974,ms-4,215.02,0.9164,Next Product,ms-1
I09739,U1596,S0974,ms-6,28.85,0.1582,Exit,N/A
I09740,U1718,S0975,ec-1,73.34,0.9548,Share,N/A
I09741,U0076,S0975,ec-1,31.79,0.1601,Exit,N/A
I09742,U1980,S0975,ec-1,228.7,0.9238,Next Product,ec-2
I09743,U0475,S0975,ms-2,300.0,0.8681,Next Product,ec-3
I09744,U0422,S0975,ms-6,112.05,0.9024,Share,N/A
I09745,U1185,S0975,ec-3,299.63,0.99,Share,N/A
I09746,U1348,S0975,ms-5,53.6,0.37,Next Product,ms-3
I09747,U0720,S0975,ms-2,300.0,0.9244,Next Product,ms-6
I09748,U1788,S0975,ec-1,229.49,0.6189,Rewatch,N/A
I09749,U1398,S0975,ms-2,135.7,0.9781,Share,N/A
I09750,U0629,S0976,ec-3,241.52,0.4,Exit,N/A
I09751,U1617,S0976,ec-1,20.12,0.191,Exit,N/A
I09752,U1945,S0976,ec-3,27.5,0.1913,Exit,N/A
I09753,U1412,S0976,ec-1,40.0,0.0912,Exit,N/A
I09754,U1187,S0976,ms-6,84.14,0.3504,Exit,N/A
I09755,U1512,S0976,ec-3,220.92,0.6437,Rewatch,N/A
I09756,U1173,S0976,ms-5,263.47,0.8865,Next Product,ms-3
I09757,U1546,S0976,ms-4,26.34,0.1429,Rewatch,N/A
I09758,U0428,S0976,ec-1,269.29,0.9271,Next Product,ec-2
I09759,U1017,S0976,ms-3,108.58,0.9192,Share,N/A
I09760,U1065,S0977,ec-2,61.66,0.9521,Share,N/A
I09761,U0430,S0977,ms-6,26.82,0.0974,Exit,N/A
I09762,U0871,S0977,ms-2,267.15,0.9508,Next Product,ms-6
I09763,U0527,S0977,ec-4,254.68,0.9208,Next Product,ec-3
I09764,U1138,S0977,ms-1,11.98,0.2074,Exit,N/A
I09765,U1337,S0977,ec-3,265.66,0.65,Rewatch,N/A
I09766,U1612,S0977,ec-2,47.69,0.2588,Rewatch,N/A
I09767,U0394,S0977,ms-4,40.0,0.1462,Exit,N/A
I09768,U0027,S0977,ec-5,242.55,0.646,Rewatch,N/A
I09769,U0236,S0977,ms-6,80.98,0.4509,Next Product,ms-5
I09770,U0154,S0978,ms-2,13.47,0.1304,Exit,N/A
I09771,U0218,S0978,ms-6,234.14,0.9494,Share,N/A
I09772,U0631,S0978,ms-5,254.8,0.9578,Next Product,ms-4
I09773,U1023,S0978,ec-4,257.81,0.979,Next Product,ec-3
I09774,U1237,S0978,ms-1,268.13,0.99,Next Product,ms-4
I09775,U0807,S0978,ms-2,291.13,0.6281,Rewatch,N/A
I09776,U1678,S0978,ms-5,180.0,0.65,Rewatch,N/A
I09777,U0038,S0978,ms-5,274.14,0.6349,Exit,N/A
I09778,U1349,S0978,ec-4,99.5,0.9035,Share,N/A
I09779,U1855,S0978,ec-2,233.2,0.9175,Next Product,ec-5
I09780,U0931,S0979,ec-4,37.97,0.564,Exit,N/A
I09781,U0781,S0979,ec-2,12.73,0.1424,Exit,N/A
I09782,U0793,S0979,ec-2,268.18,0.99,Next Product,ec-5
I09783,U0243,S0979,ms-1,29.69,0.0613,Exit,N/A
I09784,U1560,S0979,ms-4,101.96,0.99,Share,N/A
I09785,U0459,S0979,ec-5,22.93,0.1843,Exit,N/A
I09786,U0746,S0979,ec-3,268.51,0.5672,Rewatch,N/A
I09787,U0899,S0979,ms-3,28.59,0.1795,Exit,N/A
I09788,U1867,S0979,ms-6,20.84,0.1398,Exit,N/A
I09789,U0961,S0979,ms-2,184.88,0.5015,Rewatch,N/A
I09790,U0746,S0980,ms-6,74.34,0.4809,Exit,N/A
I09791,U0910,S0980,ec-4,15.58,0.1096,Exit,N/A
I09792,U1574,S0980,ec-2,76.81,0.944,Share,N/A
I09793,U1396,S0980,ms-6,34.98,0.1762,Exit,N/A
I09794,U1267,S0980,ms-2,185.08,0.65,Rewatch,N/A
I09795,U1023,S0980,ms-4,192.17,0.4,Rewatch,N/A
I09796,U1714,S0980,ec-1,300.0,0.8782,Share,N/A
I09797,U0869,S0980,ec-3,23.89,0.1433,Exit,N/A
I09798,U1042,S0980,ec-3,30.82,0.0582,Exit,N/A
I09799,U1777,S0980,ec-5,207.97,0.5133,Rewatch,N/A
I09800,U0129,S0981,ms-1,92.41,0.3185,Next Product,ms-4
I09801,U1380,S0981,ec-4,70.88,0.9358,Next Product,ec-3
I09802,U1983,S0981,ec-2,75.82,0.5123,Next Product,ms-5
I09803,U1702,S0981,ec-4,226.01,0.9015,Next Product,ec-3
I09804,U0399,S0981,ec-1,17.76,0.113,Exit,N/A
I09805,U1810,S0981,ec-2,25.25,0.1449,Exit,N/A
I09806,U0784,S0981,ms-4,236.22,0.9058,Next Product,ms-1
I09807,U0869,S0981,ms-6,78.41,0.9621,Share,N/A
I09808,U1636,S0981,ms-5,300.0,0.4625,Rewatch,N/A
I09809,U1344,S0981,ec-6,111.82,0.9513,Share,N/A
I09810,U1678,S0982,ec-4,246.75,0.6197,Exit,N/A
I09811,U1525,S0982,ms-2,256.16,0.918,Next Product,ec-4
I09812,U0489,S0982,ms-5,37.33,0.0635,Exit,N/A
I09813,U1858,S0982,ms-5,82.96,0.5446,Exit,N/A
